COMMENT,kmp_n_69_min_2_max_138_run_ff_000111_111000
SORT_BY,69
138,69
137,69
136,69
135,69
134,69
133,69
132,69
131,69
130,69
129,69
128,69
127,69
126,69
125,69
124,69
123,69
122,69
121,69
120,69
119,69
118,69
117,69
116,69
115,69
114,69
113,69
112,69
111,69
110,69
109,69
108,69
107,69
106,69
105,69
104,69
103,69
102,69
101,69
100,69
99,69
98,69
97,69
96,69
95,69
94,69
93,69
92,69
91,69
90,69
89,69
88,69
87,69
86,69
85,69
84,69
83,69
82,69
81,69
80,69
79,69
78,69
77,69
76,69
75,69
74,69
73,69
72,69
71,69
70,69
69,69
68,69
67,69
66,69
65,69
64,69
63,69
62,69
61,69
60,69
59,69
58,69
57,69
56,69
55,69
54,69
53,69
52,69
51,69
50,69
49,69
48,69
47,69
46,69
45,69
44,69
43,69
42,69
41,69
40,69
39,69
38,69
37,69
36,69
35,69
34,69
33,70
32,71
31,72
30,73
29,74
28,75
27,76
26,77
25,78
24,79
23,80
22,81
21,82
20,83
19,84
18,85
17,86
16,89
15,92
14,95
13,98
12,101
11,105
10,111
9,117
8,125
7,135
6,149
5,168
4,197
3,245
2,341
1,630
