COMMENT,kmp_n_63_min_2_max_126_run_ff_000_111
SORT_BY,63
126,125
125,125
124,125
123,125
122,125
121,125
120,125
119,125
118,125
117,125
116,125
115,125
114,125
113,125
112,125
111,125
110,125
109,125
108,125
107,125
106,125
105,125
104,125
103,125
102,125
101,125
100,125
99,125
98,125
97,125
96,125
95,125
94,125
93,125
92,125
91,125
90,125
89,125
88,125
87,125
86,125
85,125
84,125
83,125
82,125
81,125
80,125
79,125
78,125
77,125
76,125
75,125
74,125
73,125
72,125
71,125
70,125
69,125
68,125
67,125
66,125
65,125
64,125
63,125
62,125
61,126
60,127
59,128
58,129
57,130
56,131
55,132
54,133
53,134
52,135
51,136
50,137
49,138
48,139
47,140
46,141
45,142
44,143
43,144
42,145
41,146
40,147
39,148
38,149
37,150
36,151
35,152
34,153
33,154
32,155
31,156
30,159
29,162
28,165
27,168
26,171
25,174
24,177
23,180
22,183
21,186
20,191
19,197
18,203
17,209
16,215
15,223
14,233
13,243
12,255
11,270
10,287
9,308
8,335
7,369
6,415
5,479
4,575
3,735
2,1055
1,2016
