COMMENT,kmp_n_93_min_2_max_186_run_ff_000_111
SORT_BY,93
186,185
185,185
184,185
183,185
182,185
181,185
180,185
179,185
178,185
177,185
176,185
175,185
174,185
173,185
172,185
171,185
170,185
169,185
168,185
167,185
166,185
165,185
164,185
163,185
162,185
161,185
160,185
159,185
158,185
157,185
156,185
155,185
154,185
153,185
152,185
151,185
150,185
149,185
148,185
147,185
146,185
145,185
144,185
143,185
142,185
141,185
140,185
139,185
138,185
137,185
136,185
135,185
134,185
133,185
132,185
131,185
130,185
129,185
128,185
127,185
126,185
125,185
124,185
123,185
122,185
121,185
120,185
119,185
118,185
117,185
116,185
115,185
114,185
113,185
112,185
111,185
110,185
109,185
108,185
107,185
106,185
105,185
104,185
103,185
102,185
101,185
100,185
99,185
98,185
97,185
96,185
95,185
94,185
93,185
92,185
91,186
90,187
89,188
88,189
87,190
86,191
85,192
84,193
83,194
82,195
81,196
80,197
79,198
78,199
77,200
76,201
75,202
74,203
73,204
72,205
71,206
70,207
69,208
68,209
67,210
66,211
65,212
64,213
63,214
62,215
61,216
60,217
59,218
58,219
57,220
56,221
55,222
54,223
53,224
52,225
51,226
50,227
49,228
48,229
47,230
46,231
45,234
44,237
43,240
42,243
41,246
40,249
39,252
38,255
37,258
36,261
35,264
34,267
33,270
32,273
31,276
30,281
29,287
28,293
27,299
26,305
25,311
24,317
23,323
22,333
21,343
20,353
19,363
18,375
17,390
16,405
15,422
14,443
13,465
12,493
11,525
10,563
9,610
8,669
7,744
6,845
5,986
4,1197
3,1550
2,2255
1,4371
