COMMENT,kmp_n_45_min_2_max_90_run_ff_000_111
SORT_BY,45
90,89
89,89
88,89
87,89
86,89
85,89
84,89
83,89
82,89
81,89
80,89
79,89
78,89
77,89
76,89
75,89
74,89
73,89
72,89
71,89
70,89
69,89
68,89
67,89
66,89
65,89
64,89
63,89
62,89
61,89
60,89
59,89
58,89
57,89
56,89
55,89
54,89
53,89
52,89
51,89
50,89
49,89
48,89
47,89
46,89
45,89
44,89
43,90
42,91
41,92
40,93
39,94
38,95
37,96
36,97
35,98
34,99
33,100
32,101
31,102
30,103
29,104
28,105
27,106
26,107
25,108
24,109
23,110
22,111
21,114
20,117
19,120
18,123
17,126
16,129
15,132
14,137
13,143
12,149
11,155
10,165
9,175
8,189
7,206
6,229
5,261
4,309
3,390
2,551
1,1035
