COMMENT,kmp_n_86_min_2_max_172_run_ff_000_111
SORT_BY,86
172,171
171,171
170,171
169,171
168,171
167,171
166,171
165,171
164,171
163,171
162,171
161,171
160,171
159,171
158,171
157,171
156,171
155,171
154,171
153,171
152,171
151,171
150,171
149,171
148,171
147,171
146,171
145,171
144,171
143,171
142,171
141,171
140,171
139,171
138,171
137,171
136,171
135,171
134,171
133,171
132,171
131,171
130,171
129,171
128,171
127,171
126,171
125,171
124,171
123,171
122,171
121,171
120,171
119,171
118,171
117,171
116,171
115,171
114,171
113,171
112,171
111,171
110,171
109,171
108,171
107,171
106,171
105,171
104,171
103,171
102,171
101,171
100,171
99,171
98,171
97,171
96,171
95,171
94,171
93,171
92,171
91,171
90,171
89,171
88,171
87,171
86,171
85,171
84,172
83,173
82,174
81,175
80,176
79,177
78,178
77,179
76,180
75,181
74,182
73,183
72,184
71,185
70,186
69,187
68,188
67,189
66,190
65,191
64,192
63,193
62,194
61,195
60,196
59,197
58,198
57,199
56,200
55,201
54,202
53,203
52,204
51,205
50,206
49,207
48,208
47,209
46,210
45,211
44,212
43,213
42,215
41,218
40,221
39,224
38,227
37,230
36,233
35,236
34,239
33,242
32,245
31,248
30,251
29,254
28,258
27,264
26,270
25,276
24,282
23,288
22,294
21,301
20,311
19,321
18,331
17,341
16,356
15,371
14,387
13,408
12,430
11,458
10,491
9,531
8,581
7,645
6,731
5,851
4,1032
3,1333
2,1935
1,3741
