COMMENT,kmp_n_39_min_2_max_78_run_ff_000_111
SORT_BY,39
78,77
77,77
76,77
75,77
74,77
73,77
72,77
71,77
70,77
69,77
68,77
67,77
66,77
65,77
64,77
63,77
62,77
61,77
60,77
59,77
58,77
57,77
56,77
55,77
54,77
53,77
52,77
51,77
50,77
49,77
48,77
47,77
46,77
45,77
44,77
43,77
42,77
41,77
40,77
39,77
38,77
37,78
36,79
35,80
34,81
33,82
32,83
31,84
30,85
29,86
28,87
27,88
26,89
25,90
24,91
23,92
22,93
21,94
20,95
19,96
18,99
17,102
16,105
15,108
14,111
13,114
12,119
11,125
10,131
9,139
8,149
7,162
6,179
5,203
4,239
3,299
2,419
1,780
