COMMENT,kmp_n_89_min_2_max_178_run_ff_000_111
SORT_BY,89
178,177
177,177
176,177
175,177
174,177
173,177
172,177
171,177
170,177
169,177
168,177
167,177
166,177
165,177
164,177
163,177
162,177
161,177
160,177
159,177
158,177
157,177
156,177
155,177
154,177
153,177
152,177
151,177
150,177
149,177
148,177
147,177
146,177
145,177
144,177
143,177
142,177
141,177
140,177
139,177
138,177
137,177
136,177
135,177
134,177
133,177
132,177
131,177
130,177
129,177
128,177
127,177
126,177
125,177
124,177
123,177
122,177
121,177
120,177
119,177
118,177
117,177
116,177
115,177
114,177
113,177
112,177
111,177
110,177
109,177
108,177
107,177
106,177
105,177
104,177
103,177
102,177
101,177
100,177
99,177
98,177
97,177
96,177
95,177
94,177
93,177
92,177
91,177
90,177
89,177
88,177
87,178
86,179
85,180
84,181
83,182
82,183
81,184
80,185
79,186
78,187
77,188
76,189
75,190
74,191
73,192
72,193
71,194
70,195
69,196
68,197
67,198
66,199
65,200
64,201
63,202
62,203
61,204
60,205
59,206
58,207
57,208
56,209
55,210
54,211
53,212
52,213
51,214
50,215
49,216
48,217
47,218
46,219
45,220
44,221
43,224
42,227
41,230
40,233
39,236
38,239
37,242
36,245
35,248
34,251
33,254
32,257
31,260
30,263
29,267
28,273
27,279
26,285
25,291
24,297
23,303
22,309
21,319
20,329
19,339
18,349
17,362
16,377
15,392
14,411
13,432
12,457
11,485
10,521
9,564
8,617
7,687
6,779
5,908
4,1101
3,1424
2,2069
1,4005
