COMMENT,kmp_n_88_min_2_max_176_run_ff_000_111
SORT_BY,88
176,175
175,175
174,175
173,175
172,175
171,175
170,175
169,175
168,175
167,175
166,175
165,175
164,175
163,175
162,175
161,175
160,175
159,175
158,175
157,175
156,175
155,175
154,175
153,175
152,175
151,175
150,175
149,175
148,175
147,175
146,175
145,175
144,175
143,175
142,175
141,175
140,175
139,175
138,175
137,175
136,175
135,175
134,175
133,175
132,175
131,175
130,175
129,175
128,175
127,175
126,175
125,175
124,175
123,175
122,175
121,175
120,175
119,175
118,175
117,175
116,175
115,175
114,175
113,175
112,175
111,175
110,175
109,175
108,175
107,175
106,175
105,175
104,175
103,175
102,175
101,175
100,175
99,175
98,175
97,175
96,175
95,175
94,175
93,175
92,175
91,175
90,175
89,175
88,175
87,175
86,176
85,177
84,178
83,179
82,180
81,181
80,182
79,183
78,184
77,185
76,186
75,187
74,188
73,189
72,190
71,191
70,192
69,193
68,194
67,195
66,196
65,197
64,198
63,199
62,200
61,201
60,202
59,203
58,204
57,205
56,206
55,207
54,208
53,209
52,210
51,211
50,212
49,213
48,214
47,215
46,216
45,217
44,218
43,220
42,223
41,226
40,229
39,232
38,235
37,238
36,241
35,244
34,247
33,250
32,253
31,256
30,259
29,262
28,268
27,274
26,280
25,286
24,292
23,298
22,304
21,313
20,323
19,333
18,343
17,355
16,370
15,385
14,403
13,424
12,448
11,476
10,511
9,553
8,605
7,673
6,763
5,889
4,1078
3,1393
2,2024
1,3916
