COMMENT,kmp_n_49_min_2_max_98_run_ff_000_111
SORT_BY,49
98,97
97,97
96,97
95,97
94,97
93,97
92,97
91,97
90,97
89,97
88,97
87,97
86,97
85,97
84,97
83,97
82,97
81,97
80,97
79,97
78,97
77,97
76,97
75,97
74,97
73,97
72,97
71,97
70,97
69,97
68,97
67,97
66,97
65,97
64,97
63,97
62,97
61,97
60,97
59,97
58,97
57,97
56,97
55,97
54,97
53,97
52,97
51,97
50,97
49,97
48,97
47,98
46,99
45,100
44,101
43,102
42,103
41,104
40,105
39,106
38,107
37,108
36,109
35,110
34,111
33,112
32,113
31,114
30,115
29,116
28,117
27,118
26,119
25,120
24,121
23,124
22,127
21,130
20,133
19,136
18,139
17,142
16,145
15,151
14,157
13,163
12,169
11,179
10,189
9,202
8,217
7,238
6,265
5,304
4,361
3,457
2,649
1,1225
