COMMENT,kmp_n_43_min_2_max_86_run_ff_0101_1010
SORT_BY,43
86,64
85,64
84,64
83,64
82,64
81,64
80,64
79,64
78,64
77,64
76,64
75,64
74,64
73,64
72,64
71,64
70,64
69,64
68,64
67,64
66,64
65,64
64,64
63,64
62,64
61,64
60,64
59,64
58,64
57,64
56,64
55,64
54,64
53,64
52,64
51,64
50,64
49,64
48,64
47,64
46,64
45,64
44,64
43,64
42,64
41,64
40,66
39,66
38,68
37,68
36,70
35,70
34,72
33,72
32,74
31,74
30,76
29,76
28,78
27,78
26,80
25,80
24,82
23,82
22,84
21,84
20,88
19,88
18,94
17,94
16,100
15,100
14,106
13,106
12,118
11,118
10,132
9,132
8,154
7,154
6,190
5,190
4,264
3,264
2,484
1,484
