COMMENT,kmp_n_43_min_2_max_86_run_ff_000_111
SORT_BY,43
86,85
85,85
84,85
83,85
82,85
81,85
80,85
79,85
78,85
77,85
76,85
75,85
74,85
73,85
72,85
71,85
70,85
69,85
68,85
67,85
66,85
65,85
64,85
63,85
62,85
61,85
60,85
59,85
58,85
57,85
56,85
55,85
54,85
53,85
52,85
51,85
50,85
49,85
48,85
47,85
46,85
45,85
44,85
43,85
42,85
41,86
40,87
39,88
38,89
37,90
36,91
35,92
34,93
33,94
32,95
31,96
30,97
29,98
28,99
27,100
26,101
25,102
24,103
23,104
22,105
21,106
20,109
19,112
18,115
17,118
16,121
15,124
14,127
13,133
12,139
11,145
10,153
9,163
8,175
7,190
6,211
5,241
4,285
3,358
2,505
1,946
