COMMENT,kmp_n_100_min_2_max_200_run_ff_000_111
SORT_BY,100
200,199
199,199
198,199
197,199
196,199
195,199
194,199
193,199
192,199
191,199
190,199
189,199
188,199
187,199
186,199
185,199
184,199
183,199
182,199
181,199
180,199
179,199
178,199
177,199
176,199
175,199
174,199
173,199
172,199
171,199
170,199
169,199
168,199
167,199
166,199
165,199
164,199
163,199
162,199
161,199
160,199
159,199
158,199
157,199
156,199
155,199
154,199
153,199
152,199
151,199
150,199
149,199
148,199
147,199
146,199
145,199
144,199
143,199
142,199
141,199
140,199
139,199
138,199
137,199
136,199
135,199
134,199
133,199
132,199
131,199
130,199
129,199
128,199
127,199
126,199
125,199
124,199
123,199
122,199
121,199
120,199
119,199
118,199
117,199
116,199
115,199
114,199
113,199
112,199
111,199
110,199
109,199
108,199
107,199
106,199
105,199
104,199
103,199
102,199
101,199
100,199
99,199
98,200
97,201
96,202
95,203
94,204
93,205
92,206
91,207
90,208
89,209
88,210
87,211
86,212
85,213
84,214
83,215
82,216
81,217
80,218
79,219
78,220
77,221
76,222
75,223
74,224
73,225
72,226
71,227
70,228
69,229
68,230
67,231
66,232
65,233
64,234
63,235
62,236
61,237
60,238
59,239
58,240
57,241
56,242
55,243
54,244
53,245
52,246
51,247
50,248
49,250
48,253
47,256
46,259
45,262
44,265
43,268
42,271
41,274
40,277
39,280
38,283
37,286
36,289
35,292
34,295
33,298
32,304
31,310
30,316
29,322
28,328
27,334
26,340
25,346
24,355
23,365
22,375
21,385
20,395
19,409
18,424
17,439
16,457
15,478
14,500
13,528
12,559
11,595
10,640
9,694
8,763
7,850
6,967
5,1130
4,1375
3,1783
2,2600
1,5050
