COMMENT,kmp_n_56_min_2_max_112_run_ff_0101_1010
SORT_BY,56
112,83
111,83
110,83
109,83
108,83
107,83
106,83
105,83
104,83
103,83
102,83
101,83
100,83
99,83
98,83
97,83
96,83
95,83
94,83
93,83
92,83
91,83
90,83
89,83
88,83
87,83
86,83
85,83
84,83
83,83
82,83
81,83
80,83
79,83
78,83
77,83
76,83
75,83
74,83
73,83
72,83
71,83
70,83
69,83
68,83
67,83
66,83
65,83
64,83
63,83
62,83
61,83
60,83
59,83
58,83
57,83
56,83
55,83
54,84
53,84
52,86
51,86
50,88
49,88
48,90
47,90
46,92
45,92
44,94
43,94
42,96
41,96
40,98
39,98
38,100
37,100
36,102
35,102
34,104
33,104
32,106
31,106
30,108
29,108
28,110
27,110
26,115
25,115
24,121
23,121
22,127
21,127
20,133
19,133
18,140
17,140
16,152
15,152
14,164
13,164
12,183
11,183
10,208
9,208
8,245
7,245
6,308
5,308
4,434
3,434
2,812
1,812
