COMMENT,kmp_n_97_min_2_max_194_run_ff_001122_112200
SORT_BY,97
194,104
193,104
192,104
191,104
190,104
189,104
188,104
187,104
186,104
185,104
184,104
183,104
182,104
181,104
180,104
179,104
178,104
177,104
176,104
175,104
174,104
173,104
172,104
171,104
170,104
169,104
168,104
167,104
166,104
165,104
164,104
163,104
162,104
161,104
160,104
159,104
158,104
157,104
156,104
155,104
154,104
153,104
152,104
151,104
150,104
149,104
148,104
147,104
146,104
145,104
144,104
143,104
142,104
141,104
140,104
139,104
138,104
137,104
136,104
135,104
134,104
133,104
132,104
131,104
130,104
129,104
128,104
127,104
126,104
125,104
124,104
123,104
122,104
121,104
120,104
119,104
118,104
117,104
116,104
115,104
114,104
113,104
112,104
111,104
110,104
109,104
108,104
107,104
106,104
105,104
104,104
103,104
102,104
101,104
100,104
99,104
98,104
97,104
96,104
95,104
94,104
93,104
92,107
91,108
90,109
89,109
88,109
87,110
86,110
85,110
84,110
83,110
82,110
81,110
80,110
79,110
78,110
77,110
76,110
75,110
74,110
73,110
72,110
71,110
70,110
69,110
68,110
67,110
66,110
65,110
64,110
63,110
62,110
61,110
60,110
59,110
58,110
57,110
56,110
55,110
54,110
53,110
52,110
51,110
50,110
49,110
48,110
47,110
46,110
45,110
44,110
43,110
42,110
41,110
40,110
39,110
38,110
37,110
36,110
35,110
34,110
33,110
32,110
31,110
30,110
29,110
28,110
27,110
26,110
25,110
24,110
23,110
22,110
21,110
20,110
19,110
18,110
17,110
16,110
15,110
14,110
13,110
12,110
11,110
10,110
9,110
8,111
7,112
6,113
5,115
4,118
3,122
2,132
1,161
