COMMENT,kmp_n_67_min_2_max_134_run_ff_000_111
SORT_BY,67
134,133
133,133
132,133
131,133
130,133
129,133
128,133
127,133
126,133
125,133
124,133
123,133
122,133
121,133
120,133
119,133
118,133
117,133
116,133
115,133
114,133
113,133
112,133
111,133
110,133
109,133
108,133
107,133
106,133
105,133
104,133
103,133
102,133
101,133
100,133
99,133
98,133
97,133
96,133
95,133
94,133
93,133
92,133
91,133
90,133
89,133
88,133
87,133
86,133
85,133
84,133
83,133
82,133
81,133
80,133
79,133
78,133
77,133
76,133
75,133
74,133
73,133
72,133
71,133
70,133
69,133
68,133
67,133
66,133
65,134
64,135
63,136
62,137
61,138
60,139
59,140
58,141
57,142
56,143
55,144
54,145
53,146
52,147
51,148
50,149
49,150
48,151
47,152
46,153
45,154
44,155
43,156
42,157
41,158
40,159
39,160
38,161
37,162
36,163
35,164
34,165
33,166
32,169
31,172
30,175
29,178
28,181
27,184
26,187
25,190
24,193
23,196
22,199
21,205
20,211
19,217
18,223
17,229
16,237
15,247
14,257
13,268
12,283
11,298
10,319
9,343
8,373
7,412
6,463
5,536
4,645
3,826
2,1189
1,2278
