COMMENT,kmp_n_62_min_2_max_124_run_ff_0101_1010
SORT_BY,62
124,92
123,92
122,92
121,92
120,92
119,92
118,92
117,92
116,92
115,92
114,92
113,92
112,92
111,92
110,92
109,92
108,92
107,92
106,92
105,92
104,92
103,92
102,92
101,92
100,92
99,92
98,92
97,92
96,92
95,92
94,92
93,92
92,92
91,92
90,92
89,92
88,92
87,92
86,92
85,92
84,92
83,92
82,92
81,92
80,92
79,92
78,92
77,92
76,92
75,92
74,92
73,92
72,92
71,92
70,92
69,92
68,92
67,92
66,92
65,92
64,92
63,92
62,92
61,92
60,93
59,93
58,95
57,95
56,97
55,97
54,99
53,99
52,101
51,101
50,103
49,103
48,105
47,105
46,107
45,107
44,109
43,109
42,111
41,111
40,113
39,113
38,115
37,115
36,117
35,117
34,119
33,119
32,121
31,121
30,124
29,124
28,130
27,130
26,136
25,136
24,142
23,142
22,148
21,148
20,155
19,155
18,167
17,167
16,179
15,179
14,196
13,196
12,217
11,217
10,248
9,248
8,295
7,295
6,372
5,372
4,527
3,527
2,992
1,992
