COMMENT,kmp_n_79_min_2_max_158_run_ff_0101_1010
SORT_BY,79
158,118
157,118
156,118
155,118
154,118
153,118
152,118
151,118
150,118
149,118
148,118
147,118
146,118
145,118
144,118
143,118
142,118
141,118
140,118
139,118
138,118
137,118
136,118
135,118
134,118
133,118
132,118
131,118
130,118
129,118
128,118
127,118
126,118
125,118
124,118
123,118
122,118
121,118
120,118
119,118
118,118
117,118
116,118
115,118
114,118
113,118
112,118
111,118
110,118
109,118
108,118
107,118
106,118
105,118
104,118
103,118
102,118
101,118
100,118
99,118
98,118
97,118
96,118
95,118
94,118
93,118
92,118
91,118
90,118
89,118
88,118
87,118
86,118
85,118
84,118
83,118
82,118
81,118
80,118
79,118
78,118
77,118
76,120
75,120
74,122
73,122
72,124
71,124
70,126
69,126
68,128
67,128
66,130
65,130
64,132
63,132
62,134
61,134
60,136
59,136
58,138
57,138
56,140
55,140
54,142
53,142
52,144
51,144
50,146
49,146
48,148
47,148
46,150
45,150
44,152
43,152
42,154
41,154
40,156
39,156
38,160
37,160
36,166
35,166
34,172
33,172
32,178
31,178
30,184
29,184
28,190
27,190
26,196
25,196
24,208
23,208
22,220
21,220
20,232
19,232
18,250
17,250
16,270
15,270
14,298
13,298
12,334
11,334
10,384
9,384
8,460
7,460
6,586
5,586
4,840
3,840
2,1600
1,1600
