COMMENT,kmp_n_100_min_2_max_200_run_ff_0101_1010
SORT_BY,100
200,149
199,149
198,149
197,149
196,149
195,149
194,149
193,149
192,149
191,149
190,149
189,149
188,149
187,149
186,149
185,149
184,149
183,149
182,149
181,149
180,149
179,149
178,149
177,149
176,149
175,149
174,149
173,149
172,149
171,149
170,149
169,149
168,149
167,149
166,149
165,149
164,149
163,149
162,149
161,149
160,149
159,149
158,149
157,149
156,149
155,149
154,149
153,149
152,149
151,149
150,149
149,149
148,149
147,149
146,149
145,149
144,149
143,149
142,149
141,149
140,149
139,149
138,149
137,149
136,149
135,149
134,149
133,149
132,149
131,149
130,149
129,149
128,149
127,149
126,149
125,149
124,149
123,149
122,149
121,149
120,149
119,149
118,149
117,149
116,149
115,149
114,149
113,149
112,149
111,149
110,149
109,149
108,149
107,149
106,149
105,149
104,149
103,149
102,149
101,149
100,149
99,149
98,150
97,150
96,152
95,152
94,154
93,154
92,156
91,156
90,158
89,158
88,160
87,160
86,162
85,162
84,164
83,164
82,166
81,166
80,168
79,168
78,170
77,170
76,172
75,172
74,174
73,174
72,176
71,176
70,178
69,178
68,180
67,180
66,182
65,182
64,184
63,184
62,186
61,186
60,188
59,188
58,190
57,190
56,192
55,192
54,194
53,194
52,196
51,196
50,198
49,198
48,203
47,203
46,209
45,209
44,215
43,215
42,221
41,221
40,227
39,227
38,233
37,233
36,239
35,239
34,245
33,245
32,254
31,254
30,266
29,266
28,278
27,278
26,290
25,290
24,305
23,305
22,325
21,325
20,345
19,345
18,374
17,374
16,407
15,407
14,450
13,450
12,509
11,509
10,590
9,590
8,713
7,713
6,917
5,917
4,1325
3,1325
2,2550
1,2550
