COMMENT,kmp_n_67_min_2_max_134_run_ff_0101_1010
SORT_BY,67
134,100
133,100
132,100
131,100
130,100
129,100
128,100
127,100
126,100
125,100
124,100
123,100
122,100
121,100
120,100
119,100
118,100
117,100
116,100
115,100
114,100
113,100
112,100
111,100
110,100
109,100
108,100
107,100
106,100
105,100
104,100
103,100
102,100
101,100
100,100
99,100
98,100
97,100
96,100
95,100
94,100
93,100
92,100
91,100
90,100
89,100
88,100
87,100
86,100
85,100
84,100
83,100
82,100
81,100
80,100
79,100
78,100
77,100
76,100
75,100
74,100
73,100
72,100
71,100
70,100
69,100
68,100
67,100
66,100
65,100
64,102
63,102
62,104
61,104
60,106
59,106
58,108
57,108
56,110
55,110
54,112
53,112
52,114
51,114
50,116
49,116
48,118
47,118
46,120
45,120
44,122
43,122
42,124
41,124
40,126
39,126
38,128
37,128
36,130
35,130
34,132
33,132
32,136
31,136
30,142
29,142
28,148
27,148
26,154
25,154
24,160
23,160
22,166
21,166
20,178
19,178
18,190
17,190
16,204
15,204
14,224
13,224
12,250
11,250
10,286
9,286
8,340
7,340
6,430
5,430
4,612
3,612
2,1156
1,1156
