COMMENT,kmp_n_45_min_2_max_90_run_ff_0101_1010
SORT_BY,45
90,67
89,67
88,67
87,67
86,67
85,67
84,67
83,67
82,67
81,67
80,67
79,67
78,67
77,67
76,67
75,67
74,67
73,67
72,67
71,67
70,67
69,67
68,67
67,67
66,67
65,67
64,67
63,67
62,67
61,67
60,67
59,67
58,67
57,67
56,67
55,67
54,67
53,67
52,67
51,67
50,67
49,67
48,67
47,67
46,67
45,67
44,67
43,67
42,69
41,69
40,71
39,71
38,73
37,73
36,75
35,75
34,77
33,77
32,79
31,79
30,81
29,81
28,83
27,83
26,85
25,85
24,87
23,87
22,89
21,89
20,95
19,95
18,101
17,101
16,107
15,107
14,115
13,115
12,127
11,127
10,143
9,143
8,167
7,167
6,207
5,207
4,287
3,287
2,529
1,529
