COMMENT,kmp_n_93_min_2_max_186_run_ff_0101_1010
SORT_BY,93
186,139
185,139
184,139
183,139
182,139
181,139
180,139
179,139
178,139
177,139
176,139
175,139
174,139
173,139
172,139
171,139
170,139
169,139
168,139
167,139
166,139
165,139
164,139
163,139
162,139
161,139
160,139
159,139
158,139
157,139
156,139
155,139
154,139
153,139
152,139
151,139
150,139
149,139
148,139
147,139
146,139
145,139
144,139
143,139
142,139
141,139
140,139
139,139
138,139
137,139
136,139
135,139
134,139
133,139
132,139
131,139
130,139
129,139
128,139
127,139
126,139
125,139
124,139
123,139
122,139
121,139
120,139
119,139
118,139
117,139
116,139
115,139
114,139
113,139
112,139
111,139
110,139
109,139
108,139
107,139
106,139
105,139
104,139
103,139
102,139
101,139
100,139
99,139
98,139
97,139
96,139
95,139
94,139
93,139
92,139
91,139
90,141
89,141
88,143
87,143
86,145
85,145
84,147
83,147
82,149
81,149
80,151
79,151
78,153
77,153
76,155
75,155
74,157
73,157
72,159
71,159
70,161
69,161
68,163
67,163
66,165
65,165
64,167
63,167
62,169
61,169
60,171
59,171
58,173
57,173
56,175
55,175
54,177
53,177
52,179
51,179
50,181
49,181
48,183
47,183
46,185
45,185
44,191
43,191
42,197
41,197
40,203
39,203
38,209
37,209
36,215
35,215
34,221
33,221
32,227
31,227
30,235
29,235
28,247
27,247
26,259
25,259
24,271
23,271
22,287
21,287
20,307
19,307
18,329
17,329
16,359
15,359
14,397
13,397
12,447
11,447
10,517
9,517
8,623
7,623
6,799
5,799
4,1151
3,1151
2,2209
1,2209
