COMMENT,kmp_n_44_min_2_max_88_run_ff_0101_1010
SORT_BY,44
88,65
87,65
86,65
85,65
84,65
83,65
82,65
81,65
80,65
79,65
78,65
77,65
76,65
75,65
74,65
73,65
72,65
71,65
70,65
69,65
68,65
67,65
66,65
65,65
64,65
63,65
62,65
61,65
60,65
59,65
58,65
57,65
56,65
55,65
54,65
53,65
52,65
51,65
50,65
49,65
48,65
47,65
46,65
45,65
44,65
43,65
42,66
41,66
40,68
39,68
38,70
37,70
36,72
35,72
34,74
33,74
32,76
31,76
30,78
29,78
28,80
27,80
26,82
25,82
24,84
23,84
22,86
21,86
20,91
19,91
18,97
17,97
16,103
15,103
14,110
13,110
12,122
11,122
10,137
9,137
8,160
7,160
6,198
5,198
4,275
3,275
2,506
1,506
